bbg_ticker,Generic_Ticker,Contract_Size,Category,Currency,FX_Rate_to_USD
LMPBDP 20260716 Comdty,LMPBDY Comdty,25.0,Base Metal,USD,1.0
LMPBDP 20260520 Comdty,LMPBDY Comdty,25.0,Base Metal,USD,1.0
HGK6 Comdty,HG1 Comdty,25000.0,Base Metal,USD,1.0
BBWU26 Comdty,BBW1 Comdty,1000.0,Energy,USD,1.0
BBWQ26 Comdty,BBW1 Comdty,1000.0,Energy,USD,1.0
BBWN26 Comdty,BBW1 Comdty,1000.0,Energy,USD,1.0
LMCADP 20260716 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
XPTUSD 20260420 Curncy,XPTUSD Curncy,1.0,Precious Metal,USD,1.0
UXJ6 Index,UX1 Index,1000.0,Equity Index,USD,1.0
CTK6 Comdty,CT1 Comdty,50000.0,Agriculture,USD,1.0
LMCADP 20260714 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20260520 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20260714 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
ESM6 Index,ES1 Index,50.0,Equity Index,USD,1.0
XPTUSD 20260416 Curncy,XPTUSD Curncy,1.0,Precious Metal,USD,1.0
LMAHDP 20260713 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20260710 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20260709 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMAHDP 20260708 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMAHDP 20260707 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
XPTUSD 20260414 Curncy,XPTUSD Curncy,1.0,Precious Metal,USD,1.0
LMNIDP 20260415 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMSNDP 20260709 Comdty,LMSNDY Comdty,5.0,Base Metal,USD,1.0
LMNIDP 20260709 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
QSK6 Comdty,QS1 Comdty,100.0,Energy,USD,1.0
LMAHDP 20260709 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMAHDP 20260702 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20260707 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
QSM6 Comdty,QS1 Comdty,100.0,Energy,USD,1.0
LMPBDP 20260707 Comdty,LMPBDY Comdty,25.0,Base Metal,USD,1.0
LMPBDP 20260415 Comdty,LMPBDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20260707 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20260612 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
SBK6 Comdty,SB1 Comdty,112000.0,Agriculture,USD,1.0
S K6 Comdty,S 1 Comdty,5000.0,Agriculture,USD,1.0
LFAH6 Comdty,LFA1 Comdty,1000.0,Base Metal,USD,1.0
LMZSDP 20260702 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
C K6 Comdty,C 1 Comdty,5000.0,Agriculture,USD,1.0
DFK6 Comdty,DF1 Comdty,10.0,Agriculture,USD,1.0
CJPH26 Comdty,CJP1 Comdty,1000.0,Energy,USD,1.0
LMZSDP 20260701 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20260701 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMPBDP 20260505 Comdty,LMPBDY Comdty,25.0,Base Metal,USD,1.0
CLK6 Comdty,CL1 Comdty,1000.0,Energy,USD,1.0
ZZBH6 Comdty,ZZB1 Comdty,100.0,Chemicals,USD,1.0
PFRH6 Comdty,PFR1 Comdty,100.0,Chemicals,USD,1.0
SCOH6 Comdty,SCO1 Comdty,100.0,Ferrous,USD,1.0
LMZSDP 20260630 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20260630 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
XPTUSD 20260722 Curncy,XPTUSD Curncy,1.0,Precious Metal,USD,1.0
HCTH6 Index,HCT1 Index,50.0,Equity Index,HKD,0.12749
HIH6 Index,HI1 Index,50.0,Equity Index,HKD,0.12749
LMZSDP 20260626 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20260626 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20260625 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20260625 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
COK6 Comdty,CO1 Comdty,1000.0,Energy,USD,1.0
GCJ6C 6600 Comdty,GC1 Comdty,100.0,Precious Metal,USD,1.0
GCJ6C 6300 Comdty,GC1 Comdty,100.0,Precious Metal,USD,1.0
GCJ6C 5900 Comdty,GC1 Comdty,100.0,Precious Metal,USD,1.0
XIDH6 Curncy,XID1 Curncy,2000000.0,Currency,USD,1.0
AZBN26 Comdty,AZB1 Comdty,1000.0,Energy,USD,1.0
LMZSDP 20260624 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
BBWK26 Comdty,BBW1 Comdty,1000.0,Energy,USD,1.0
GCJ6 Comdty,GC1 Comdty,100.0,Precious Metal,USD,1.0
NGJ6C 3.5 Comdty,NG1 Comdty,10000.0,Energy,USD,1.0
LMNIDP 20260623 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMZSDP 20260623 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20260623 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
HWBH6 Index,HWB1 Index,2.0,Equity Index,USD,1.0
LMCADP 20260622 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20260622 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
PLJ6 Comdty,PL1 Comdty,50.0,Precious Metal,USD,1.0
NQH6 Index,NQ1 Index,20.0,Equity Index,USD,1.0
LMZSDP 20260415 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20260618 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
JADJ6C 65.5 Curncy,JAD1 Curncy,12500000.0,Currency,USD,1.0
LMZSDP 20260518 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
ESH6 Index,ES1 Index,50.0,Equity Index,USD,1.0
LMCADP 20260415 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
SWBJ6C 132 Curncy,SWB1 Curncy,125000.0,Currency,USD,1.0
HWAH6 Index,HWA1 Index,5.0,Equity Index,USD,1.0
GCJ6C 5300 Comdty,GC1 Comdty,100.0,Precious Metal,USD,1.0
NGM26 Comdty,NG1 Comdty,10000.0,Energy,USD,1.0
LMNIDP 20260318 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
DMH6 Index,DM1 Index,5.0,Equity Index,USD,1.0
LMCADP 20260616 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20260318 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMSNDP 20260520 Comdty,LMSNDY Comdty,5.0,Base Metal,USD,1.0
LMSNDP 20260612 Comdty,LMSNDY Comdty,5.0,Base Metal,USD,1.0
LMAHDP 20260612 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMAHDP 20260520 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
XUCH6 Curncy,XUC1 Curncy,100000.0,Currency,CNH,0.1489
LMNIDP 20260612 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LFAM6 Comdty,LFA1 Comdty,1000.0,Base Metal,USD,1.0
LFAK6 Comdty,LFA1 Comdty,1000.0,Base Metal,USD,1.0
LFAJ6 Comdty,LFA1 Comdty,1000.0,Base Metal,USD,1.0
NGJ26 Comdty,NG1 Comdty,10000.0,Energy,USD,1.0
LMAHDP 20260318 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
JWLK26 Comdty,JWL1 Comdty,1000.0,Energy,USD,1.0
LMNIDP 20260610 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
JWLJ26 Comdty,JWL1 Comdty,1000.0,Energy,USD,1.0
LMSNDP 20260318 Comdty,LMSNDY Comdty,5.0,Base Metal,USD,1.0
AZBK26 Comdty,AZB1 Comdty,1000.0,Energy,USD,1.0
LMCADP 20260609 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20260512 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
ECH6 Curncy,EC1 Curncy,125000.0,Currency,USD,1.0
COZ6P 40 Comdty,CO1 Comdty,1000.0,Energy,USD,1.0
COZ6C 80 Comdty,CO1 Comdty,1000.0,Energy,USD,1.0
LMCADP 20260605 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
ADH6 Curncy,AD1 Curncy,100000.0,Currency,USD,1.0
JYH6 Curncy,JY1 Curncy,12500000.0,Currency,USD,1.0
AZBJ26 Comdty,AZB1 Comdty,1000.0,Energy,USD,1.0
ZZBZ6 Comdty,ZZB1 Comdty,100.0,Chemicals,USD,1.0
ZZBX6 Comdty,ZZB1 Comdty,100.0,Chemicals,USD,1.0
DXH6 Curncy,DX1 Curncy,1000.0,Currency,USD,1.0
LMCADP 20260604 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LFAG6 Comdty,LFA1 Comdty,1000.0,Base Metal,USD,1.0
LMNIDP 20260603 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMCADP 20260603 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMSNDP 20260603 Comdty,LMSNDY Comdty,5.0,Base Metal,USD,1.0
LMSNDP 20260420 Comdty,LMSNDY Comdty,5.0,Base Metal,USD,1.0
XAGUSD 20260415 Curncy,XAGUSD Curncy,1.0,Precious Metal,USD,1.0
AUAH6C 67 Curncy,AUA1 Curncy,100000.0,Currency,USD,1.0
LMZSDP 20260602 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
TOEG6 Comdty,TOE1 Comdty,25.0,Base Metal,USD,1.0
SCOG6 Comdty,SCO1 Comdty,100.0,Ferrous,USD,1.0
NGJ6C 3.1 Comdty,NG1 Comdty,10000.0,Energy,USD,1.0
ZZBG6 Comdty,ZZB1 Comdty,100.0,Chemicals,USD,1.0
IACG6 Comdty,IAC1 Comdty,100.0,Ferrous,USD,1.0
BBWH26 Comdty,BBW1 Comdty,1000.0,Energy,USD,1.0
COJ6 Comdty,CO1 Comdty,1000.0,Energy,USD,1.0
JWLH26 Comdty,JWL1 Comdty,1000.0,Energy,USD,1.0
LMNIDP 20260526 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMNIDP 20260511 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
JADJ6C 66 Curncy,JAD1 Curncy,12500000.0,Currency,USD,1.0
LMAHDP 20260526 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMAHDP 20260428 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMAHDP 20260413 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMSNDP 20260526 Comdty,LMSNDY Comdty,5.0,Base Metal,USD,1.0
LMSNDP 20260415 Comdty,LMSNDY Comdty,5.0,Base Metal,USD,1.0
LMSNDP 20260413 Comdty,LMSNDY Comdty,5.0,Base Metal,USD,1.0
GCJ6C 5600 Comdty,GC1 Comdty,100.0,Precious Metal,USD,1.0
HCTG6 Index,HCT1 Index,50.0,Equity Index,HKD,0.12749
LMZSDP 20260526 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
HIG6 Index,HI1 Index,50.0,Equity Index,HKD,0.12749
SWBH6C 131.5 Curncy,SWB1 Curncy,125000.0,Currency,USD,1.0
SIH6 Comdty,SI1 Comdty,5000.0,Precious Metal,USD,1.0
UXG6 Index,UX1 Index,1000.0,Equity Index,USD,1.0
LMZSDP 20260513 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
CTH6 Comdty,CT1 Comdty,50000.0,Agriculture,USD,1.0
SIJ6 Comdty,SI1 Comdty,5000.0,Precious Metal,USD,1.0
LMZSDP 20260318 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMAHDP 20260513 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20260512 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20260513 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
RSH6 Comdty,RS1 Comdty,20.0,Agriculture,CAD,0.7192
LMNIDP 20260512 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
HCG6 Index,HC1 Index,50.0,Equity Index,HKD,0.12749
LMZSDP 20260511 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
XIDG6 Curncy,XID1 Curncy,2000000.0,Currency,USD,1.0
RXJ6P 126 Comdty,RX1 Comdty,100000.0,Bond,EUR,1.1535
LMNIDP 20260508 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMZSDP 20260508 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
HGH6 Comdty,HG1 Comdty,25000.0,Base Metal,USD,1.0
KCH6 Comdty,KC1 Comdty,37500.0,Agriculture,USD,1.0
LMZSDP 20260505 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
HUG6 Index,HU1 Index,10.0,Equity Index,HKD,0.12749
LMAHDP 20260506 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
AZBH26 Comdty,AZB1 Comdty,1000.0,Energy,USD,1.0
BPH6 Curncy,BP1 Curncy,62500.0,Currency,USD,1.0
DATK6 Comdty,DAT1 Comdty,1000.0,Energy,USD,1.0
LMZSDP 20260430 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LFAF6 Comdty,LFA1 Comdty,1000.0,Base Metal,USD,1.0
LMAHDP 20260415 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20260218 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
AUAG6C 67.5 Curncy,AUA1 Curncy,100000.0,Currency,USD,1.0
LMNIDP 20260505 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMAHDP 20260505 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMSNDP 20260505 Comdty,LMSNDY Comdty,5.0,Base Metal,USD,1.0
BBWF26 Comdty,BBW1 Comdty,1000.0,Energy,USD,1.0
AZBF26 Comdty,AZB1 Comdty,1000.0,Energy,USD,1.0
USH6P 115 Comdty,US1 Comdty,100000.0,Bond,USD,1.0
LMAHDP 20260501 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMAHDP 20260414 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20260501 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMZSDP 20260501 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMSNDP 20260501 Comdty,LMSNDY Comdty,5.0,Base Metal,USD,1.0
LMCADP 20260501 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20260423 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
PAH6 Comdty,PA1 Comdty,100.0,Precious Metal,USD,1.0
TOEF6 Comdty,TOE1 Comdty,25.0,Base Metal,USD,1.0
ZZBF6 Comdty,ZZB1 Comdty,100.0,Chemicals,USD,1.0
PFRF6 Comdty,PFR1 Comdty,100.0,Chemicals,USD,1.0
SCOF6 Comdty,SCO1 Comdty,100.0,Ferrous,USD,1.0
USH6 Comdty,US1 Comdty,100000.0,Bond,USD,1.0
LMZSDP 20260203 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20260430 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMSNDP 20260430 Comdty,LMSNDY Comdty,5.0,Base Metal,USD,1.0
XUF6 Index,XU1 Index,1.0,Equity Index,USD,1.0
LMCADP 20260430 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMAHDP 20260430 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
S H6 Comdty,S 1 Comdty,5000.0,Agriculture,USD,1.0
LMPBDP 20260429 Comdty,LMPBDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20260429 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20260429 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMNIDP 20260414 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMCADP 20260429 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
CJPG26 Comdty,CJP1 Comdty,1000.0,Energy,USD,1.0
HCTF6 Index,HCT1 Index,50.0,Equity Index,HKD,0.12749
LMZSDP 20260427 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20260413 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
JADG6P 64 Curncy,JAD1 Curncy,12500000.0,Currency,USD,1.0
HCF6 Index,HC1 Index,50.0,Equity Index,HKD,0.12749
JWLG26 Comdty,JWL1 Comdty,1000.0,Energy,USD,1.0
LMAHDP 20260427 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20260427 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMZSDP 20260421 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
GCG6C 5300 Comdty,GC1 Comdty,100.0,Precious Metal,USD,1.0
LFAU6 Comdty,LFA1 Comdty,1000.0,Base Metal,USD,1.0
LFAQ6 Comdty,LFA1 Comdty,1000.0,Base Metal,USD,1.0
LFAN6 Comdty,LFA1 Comdty,1000.0,Base Metal,USD,1.0
HUF6 Index,HU1 Index,10.0,Equity Index,HKD,0.12749
GCG6C 5200 Comdty,GC1 Comdty,100.0,Precious Metal,USD,1.0
LMNIDP 20260423 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMZSDP 20260423 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20260324 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMZSDP 20260416 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
CQDJ26 Comdty,CQD1 Comdty,1000.0,Energy,USD,1.0
HOK6 Comdty,HO1 Comdty,42000.0,Energy,USD,1.0
HOH6 Comdty,HO1 Comdty,42000.0,Energy,USD,1.0
LMCADP 20260422 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMPBDP 20260422 Comdty,LMPBDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20260422 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
BGAG6P 133.5 Curncy,BGA1 Curncy,62500.0,Currency,USD,1.0
LMNIDP 20260422 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
GCG6C 4825 Comdty,GC1 Comdty,100.0,Precious Metal,USD,1.0
GCG6C 4800 Comdty,GC1 Comdty,100.0,Precious Metal,USD,1.0
BBWJ26 Comdty,BBW1 Comdty,1000.0,Energy,USD,1.0
LMCADP 20260421 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMAHDP 20260421 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20260421 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
HOG6 Comdty,HO1 Comdty,42000.0,Energy,USD,1.0
CDH6 Curncy,CD1 Curncy,100000.0,Currency,USD,1.0
NGH6C 2.8 Comdty,NG1 Comdty,10000.0,Energy,USD,1.0
LMPBDP 20260416 Comdty,LMPBDY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20260420 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMAHDP 20260420 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMPBDP 20260420 Comdty,LMPBDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20260420 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMPBDP 20260127 Comdty,LMPBDY Comdty,25.0,Base Metal,USD,1.0
AULK26 Comdty,AUL1 Comdty,1000.0,Energy,USD,1.0
LMPBDP 20260316 Comdty,LMPBDY Comdty,25.0,Base Metal,USD,1.0
GCG6 Comdty,GC1 Comdty,100.0,Precious Metal,USD,1.0
LMNIDP 20260218 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMNIDP 20260420 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
AZBG26 Comdty,AZB1 Comdty,1000.0,Energy,USD,1.0
GCG6C 4750 Comdty,GC1 Comdty,100.0,Precious Metal,USD,1.0
LMAHDP 20260416 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20260416 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMNIDP 20260121 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMZSDP 20260121 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LHJ6 Comdty,LH1 Comdty,40000.0,Agriculture,USD,1.0
LHG6 Comdty,LH1 Comdty,40000.0,Agriculture,USD,1.0
LMCADP 20260416 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
BOH6 Comdty,BO1 Comdty,60000.0,Agriculture,USD,1.0
KOH6 Comdty,KO1 Comdty,25.0,Agriculture,MYR,0.245
LMAHDP 20260218 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMSNDP 20260414 Comdty,LMSNDY Comdty,5.0,Base Metal,USD,1.0
LMZSDP 20260414 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20260217 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20260408 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
CLG6 Comdty,CL1 Comdty,1000.0,Energy,USD,1.0
LMNIDP 20260413 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
HIF6 Index,HI1 Index,50.0,Equity Index,HKD,0.12749
XPTUSD 20260114 Curncy,XPTUSD Curncy,1.0,Precious Metal,USD,1.0
COH6 Comdty,CO1 Comdty,1000.0,Energy,USD,1.0
CLH6 Comdty,CL1 Comdty,1000.0,Energy,USD,1.0
PFRG6 Comdty,PFR1 Comdty,100.0,Chemicals,USD,1.0
LMAHDP 20260409 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20260409 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
ORJ6 Comdty,OR1 Comdty,5.0,Chemicals,USD,1.0
BBWG26 Comdty,BBW1 Comdty,1000.0,Energy,USD,1.0
LMAHDP 20260408 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20260408 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMZSDP 20260407 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20260408 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMPBDP 20260408 Comdty,LMPBDY Comdty,25.0,Base Metal,USD,1.0
LMPBDP 20260407 Comdty,LMPBDY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20260402 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMAHDP 20260407 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20260407 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMCADP 20260407 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
AZBZ25 Comdty,AZB1 Comdty,1000.0,Energy,USD,1.0
UEAG6C 1.185 Curncy,UEA1 Curncy,125000.0,Currency,USD,1.0
MFSZ5 Comdty,MFS1 Comdty,100.0,Ferrous,USD,1.0
SCOZ5 Comdty,SCO1 Comdty,100.0,Ferrous,USD,1.0
ZZBZ5 Comdty,ZZB1 Comdty,100.0,Chemicals,USD,1.0
TOEZ5 Comdty,TOE1 Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20260331 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMAHDP 20260331 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20260331 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
UEAF6C 1.17 Curncy,UEA1 Curncy,125000.0,Currency,USD,1.0
LMZSDP 20260324 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20260330 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20260330 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMAHDP 20260330 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20260330 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
HIZ5 Index,HI1 Index,50.0,Equity Index,HKD,0.12749
HCTZ5 Index,HCT1 Index,50.0,Equity Index,HKD,0.12749
LMZSDP 20260323 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
BGAG6P 132.5 Curncy,BGA1 Curncy,62500.0,Currency,USD,1.0
XUZ5 Index,XU1 Index,1.0,Equity Index,USD,1.0
LMAHDP 20260324 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
PLF6 Comdty,PL1 Comdty,50.0,Precious Metal,USD,1.0
LMCADP 20260324 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20260323 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMNIDP 20260317 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
HCZ5 Index,HC1 Index,50.0,Equity Index,HKD,0.12749
JADF6P 64 Curncy,JAD1 Curncy,12500000.0,Currency,USD,1.0
LMZSDP 20260319 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
ERM6C 98.0625 Comdty,ER1 Comdty,1000000.0,Interest Rate,EUR,1.1535
HWBZ5 Index,HWB1 Index,2.0,Equity Index,USD,1.0
AULF26 Comdty,AUL1 Comdty,1000.0,Energy,USD,1.0
UXZ5 Index,UX1 Index,1000.0,Equity Index,USD,1.0
LMZSDP 20260317 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
COG6 Comdty,CO1 Comdty,1000.0,Energy,USD,1.0
LMZSDP 20260309 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20260316 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20260316 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
JWLF26 Comdty,JWL1 Comdty,1000.0,Energy,USD,1.0
ESZ5 Index,ES1 Index,50.0,Equity Index,USD,1.0
NQZ5 Index,NQ1 Index,20.0,Equity Index,USD,1.0
DMZ5 Index,DM1 Index,5.0,Equity Index,USD,1.0
LMCADP 20260316 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20251217 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20260312 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20251217 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMZSDP 20260311 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
UXF6 Index,UX1 Index,1000.0,Equity Index,USD,1.0
ECZ5 Curncy,EC1 Curncy,125000.0,Currency,USD,1.0
LMZSDP 20260310 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
